pitch_name,stand,release_extension,release_pos_x,release_pos_y,release_pos_z,release_speed,release_spin_rate,spin_axis,plate_x,plate_z,pfx_x,pfx_z,balls,strikes,outs_when_up,sz_top,sz_bot,swing
Cutter,L,5.76,-2.839,50.16,5.899,92.19,1945.0,10.2,-0.983,1.667,1.209,-0.09,2,0,1,3.82,1.18,0
4-Seam Fastball,R,5.64,-2.884,48.69,5.772,93.96,2793.0,80.5,0.016,2.967,-1.944,1.566,3,2,1,3.15,1.24,1
4-Seam Fastball,L,6.05,-2.893,49.83,5.865,92.29,2290.0,346.3,-0.054,1.949,-0.57,0.131,2,0,0,3.73,1.2,1
Knuckle Curve,R,5.9,-2.836,48.89,6.166,83.67,2848.0,175.0,-1.589,1.571,0.483,-0.044,3,0,1,3.77,1.33,0
Cutter,R,6.12,-2.747,49.85,6.172,90.08,1338.0,118.0,1.203,2.993,-1.022,-1.763,0,2,1,3.48,1.78,0
4-Seam Fastball,L,5.65,-2.861,51.14,5.852,92.35,2217.0,70.2,-1.127,2.742,0.529,-0.752,1,1,2,3.64,1.5,0
4-Seam Fastball,L,5.48,-2.814,48.41,6.105,93.7,2402.0,180.5,1.185,2.252,1.239,0.035,1,2,0,3.47,1.69,1
4-Seam Fastball,R,6.12,-2.778,51.45,6.071,92.66,2054.0,116.6,1.449,3.619,1.164,1.042,1,2,0,3.2,1.79,0
Knuckle Curve,L,6.05,-2.842,49.64,5.978,84.03,2033.0,0.6,-0.667,2.738,-1.539,-0.702,2,0,2,3.58,1.79,1
Cutter,L,6.52,-2.792,49.77,5.8,93.59,2408.0,135.9,-0.038,1.32,-0.663,1.524,1,0,0,3.29,1.8,0
4-Seam Fastball,L,6.17,-2.897,47.75,5.74,96.12,2569.0,57.2,-0.822,2.431,-0.437,-1.257,0,0,2,3.21,1.18,1
Slider,L,5.87,-2.794,49.61,6.041,87.5,2203.0,190.9,-1.37,3.772,1.789,-0.297,1,1,1,3.53,1.29,0
4-Seam Fastball,R,5.79,-2.817,49.85,5.849,92.91,2241.0,342.6,0.817,1.156,-1.378,1.465,0,0,2,3.79,1.25,0
Changeup,R,6.06,-2.721,48.69,6.276,82.62,2511.0,243.5,-0.717,1.641,0.925,1.461,1,0,2,3.16,1.17,1
Changeup,R,5.89,-2.79,51.07,5.948,82.47,2016.0,8.8,1.167,3.171,1.631,1.148,0,0,0,3.26,1.4,0
4-Seam Fastball,R,6.31,-2.888,48.78,5.837,94.85,1887.0,226.5,-0.315,3.347,1.12,0.554,1,0,1,3.18,1.24,1
4-Seam Fastball,R,5.95,-2.772,48.6,6.002,93.6,1200.0,178.5,1.237,2.209,-0.04,-0.964,0,1,2,3.89,1.17,0
Knuckle Curve,L,6.24,-2.7,49.64,6.051,81.59,2147.0,324.9,1.495,2.853,0.788,-1.71,1,0,1,3.72,1.89,0
4-Seam Fastball,R,6.02,-2.767,50.04,6.211,93.62,1523.0,200.0,-0.064,3.283,-1.903,1.319,1,1,2,3.37,1.44,1
4-Seam Fastball,R,5.57,-2.924,49.32,5.82,94.37,1767.0,238.9,0.966,1.944,-0.748,0.068,0,1,0,3.75,1.75,0
4-Seam Fastball,L,5.78,-2.609,51.88,6.3,95.03,2757.0,218.4,0.792,1.688,0.274,1.65,3,2,1,3.49,1.29,1
4-Seam Fastball,L,5.95,-2.707,50.08,6.3,92.75,1848.0,24.6,0.993,4.194,-0.04,-0.527,1,0,1,3.29,1.69,0
Slider,R,6.08,-2.739,48.14,6.124,87.12,2722.0,270.5,-1.03,1.055,1.081,-1.107,0,1,2,3.69,1.79,1
Knuckle Curve,L,5.7,-2.871,49.89,6.098,83.82,1483.0,3.1,1.45,3.527,0.019,-0.925,1,1,0,3.3,1.24,0
4-Seam Fastball,R,5.99,-2.902,47.0,5.756,92.77,2121.0,120.4,0.304,2.137,1.094,-0.209,3,1,0,3.29,1.6,1
4-Seam Fastball,R,6.21,-2.966,50.1,5.777,94.0,2582.0,351.2,1.451,3.28,-1.804,1.006,3,2,1,3.54,1.77,0
Knuckle Curve,R,6.18,-2.716,48.9,6.079,80.75,1854.0,64.7,-1.19,1.219,0.921,-0.205,3,2,2,3.38,1.88,0
Knuckle Curve,R,6.06,-2.791,48.86,6.228,82.37,2970.0,293.0,-1.26,2.9,0.877,-1.871,3,0,1,3.53,1.32,0
Changeup,R,5.97,-2.922,50.95,5.748,83.17,2476.0,265.5,0.877,1.446,-1.897,-0.019,0,2,1,3.88,1.54,0
4-Seam Fastball,L,6.2,-2.774,49.17,6.136,95.78,1730.0,45.1,1.22,1.908,0.401,-0.335,0,1,0,3.74,1.14,0
4-Seam Fastball,L,5.96,-2.913,50.02,5.707,94.49,1693.0,42.0,-0.972,3.236,0.919,0.979,0,1,1,3.17,1.79,1
4-Seam Fastball,R,6.12,-2.654,49.02,6.183,93.31,2626.0,206.8,0.704,0.872,-1.486,0.495,3,1,1,3.54,1.82,0
Slider,R,5.77,-2.718,50.35,6.127,85.55,2012.0,292.7,1.078,3.89,1.95,-1.166,0,2,1,3.19,1.73,0
Cutter,R,6.06,-2.809,49.77,6.01,90.15,2505.0,204.9,-1.449,3.394,0.006,1.059,3,2,2,3.12,1.86,0
Cutter,R,5.94,-2.716,49.34,6.21,90.11,2499.0,273.2,-0.2,0.8,1.142,0.597,0,1,0,3.65,1.21,0
Changeup,L,5.8,-2.818,50.81,5.965,83.06,2248.0,320.0,1.159,2.026,-1.675,1.598,1,1,2,3.14,1.28,1
Slider,R,5.82,-2.82,50.59,5.828,85.5,2092.0,6.7,-1.517,2.583,-1.179,0.967,0,2,1,3.77,1.25,0
Cutter,R,6.24,-2.888,49.15,5.697,90.11,1902.0,93.5,-0.092,2.933,-0.355,1.714,3,1,0,3.53,1.42,1
Slider,R,6.12,-2.786,50.31,6.109,87.9,1648.0,26.4,0.634,1.818,1.948,-0.409,2,1,2,3.64,1.76,1
4-Seam Fastball,R,6.37,-2.915,49.03,5.918,95.22,2526.0,204.4,-0.864,2.358,0.808,0.527,2,0,0,3.39,1.4,0
4-Seam Fastball,L,6.17,-2.727,49.01,6.026,92.64,2642.0,334.4,1.287,0.975,-0.603,0.444,2,0,2,3.17,1.19,0
Knuckle Curve,R,6.01,-2.789,48.56,6.089,82.88,2722.0,202.8,0.022,2.044,1.801,-1.49,3,0,0,3.6,1.21,1
Changeup,R,5.82,-2.807,48.96,5.789,82.43,3200.0,109.7,-0.567,1.616,1.237,-0.777,0,2,0,3.5,1.87,1
4-Seam Fastball,R,6.39,-2.818,49.67,6.176,94.5,2503.0,221.3,-1.522,1.493,0.217,0.122,3,1,0,3.56,1.42,0
4-Seam Fastball,R,6.03,-2.711,50.83,6.117,94.37,2725.0,93.1,0.254,2.079,-0.776,0.012,0,1,1,3.23,1.71,1
Slider,R,6.04,-2.645,47.64,6.074,87.92,2858.0,101.6,-0.857,3.434,-0.099,1.712,3,2,2,3.21,1.64,1
4-Seam Fastball,R,5.61,-2.859,49.86,5.897,93.3,1735.0,237.1,0.279,3.985,-1.378,1.988,1,1,2,3.63,1.23,1
4-Seam Fastball,R,5.7,-2.825,48.79,6.075,93.24,1721.0,265.3,1.328,1.174,-1.548,-1.904,0,1,1,3.78,1.39,0
4-Seam Fastball,R,5.17,-2.933,49.36,5.875,93.58,2084.0,358.6,1.119,2.615,1.504,-1.626,3,0,1,3.31,1.31,1
Cutter,R,5.91,-2.857,49.18,5.907,91.06,1734.0,84.7,-0.859,4.019,-1.421,-0.385,3,1,2,3.19,1.63,1
4-Seam Fastball,R,6.2,-2.865,50.53,6.129,93.78,2398.0,123.1,-1.285,3.63,1.157,0.084,1,2,0,3.55,1.5,0
4-Seam Fastball,R,5.87,-2.91,49.85,5.774,93.24,1237.0,207.9,1.313,2.552,1.129,1.677,3,1,0,3.55,1.51,1
4-Seam Fastball,L,5.98,-2.756,49.81,5.964,93.22,2126.0,114.0,-0.025,1.686,0.253,-1.201,3,2,1,3.44,1.61,1
4-Seam Fastball,L,5.94,-2.842,47.77,5.775,93.62,2060.0,12.0,0.067,1.283,-1.8,0.822,3,0,1,3.71,1.87,0
Changeup,L,5.98,-2.79,49.02,6.239,81.95,1779.0,290.5,1.332,3.68,1.349,1.686,2,1,0,3.69,1.29,1
4-Seam Fastball,L,6.02,-2.89,49.92,5.746,93.45,1935.0,326.4,-0.766,2.434,0.873,1.553,2,2,0,3.49,1.44,1
Knuckle Curve,L,6.07,-2.81,51.3,5.828,84.15,2633.0,318.5,-0.313,3.599,1.866,-0.067,0,1,2,3.55,1.22,1
Slider,R,5.99,-2.862,50.52,6.116,88.0,2727.0,299.0,-0.672,3.224,0.753,0.923,1,0,2,3.19,1.1,1
4-Seam Fastball,L,5.72,-2.777,49.46,6.202,94.48,2724.0,303.9,-0.14,2.174,0.919,1.266,2,2,2,3.83,1.87,0
4-Seam Fastball,R,6.12,-2.935,48.11,6.03,93.32,2905.0,80.1,-1.052,3.17,-1.234,0.261,0,0,1,3.86,1.61,0
Knuckle Curve,R,5.9,-2.932,51.11,6.03,83.99,2239.0,29.4,1.011,1.139,-1.487,0.836,1,1,0,3.36,1.57,0
4-Seam Fastball,R,5.9,-2.834,49.57,5.91,94.99,1509.0,176.6,0.125,3.475,1.103,0.112,2,2,1,3.69,1.82,1
Changeup,R,5.94,-2.719,49.99,6.26,84.03,2018.0,285.6,0.476,1.073,0.369,0.571,0,1,2,3.14,1.25,0
4-Seam Fastball,L,5.89,-2.825,49.72,5.855,91.85,1831.0,105.6,-0.205,2.808,-1.804,-1.044,3,0,2,3.58,1.29,1
Slider,R,6.21,-2.927,50.44,5.834,84.72,2622.0,213.7,-1.084,2.21,-0.146,0.965,0,1,2,3.19,1.15,1
4-Seam Fastball,R,5.96,-2.994,52.28,5.571,94.03,1932.0,136.9,-0.461,3.43,-1.05,-0.503,1,1,1,3.27,1.14,1
Changeup,R,5.78,-2.774,49.58,6.167,83.01,2648.0,173.7,1.212,1.322,-1.469,-0.256,1,0,2,3.84,1.81,0
Changeup,R,5.64,-2.863,50.53,5.894,84.7,2469.0,326.0,0.533,1.798,-0.942,1.356,1,0,1,3.78,1.4,0
4-Seam Fastball,R,6.26,-2.94,49.49,5.714,94.58,2688.0,251.0,-0.864,3.334,1.96,-1.396,1,2,2,3.84,1.88,0
Changeup,R,5.87,-2.703,47.34,6.214,80.92,2201.0,187.1,-0.598,0.903,-0.721,-0.693,1,1,2,3.62,1.77,1
Cutter,L,5.86,-2.969,50.64,5.899,93.97,1795.0,315.5,1.436,1.149,0.211,-1.161,3,1,2,3.8,1.11,0
Slider,R,6.04,-2.784,50.48,6.13,85.96,1254.0,223.0,0.742,4.007,-0.798,-1.13,0,2,2,3.31,1.43,1
4-Seam Fastball,L,6.22,-2.907,51.91,5.829,93.96,2378.0,310.0,1.046,4.112,-0.646,-1.809,2,0,2,3.44,1.3,0
4-Seam Fastball,R,6.26,-2.728,51.67,6.124,93.35,1200.0,346.7,-0.859,3.79,0.049,-0.057,1,1,1,3.68,1.55,1
Cutter,R,5.53,-2.827,47.91,6.04,90.88,1681.0,87.8,0.845,2.209,1.954,0.011,3,2,1,3.73,1.26,1
4-Seam Fastball,R,6.73,-2.626,48.57,6.125,93.81,2348.0,153.5,-0.934,3.333,0.147,-1.38,1,0,0,3.87,1.73,0
Cutter,R,6.34,-2.736,51.73,6.157,91.14,1630.0,342.6,0.171,0.836,-1.18,-0.285,1,0,1,3.81,1.23,0
4-Seam Fastball,R,5.8,-2.816,49.91,5.807,92.39,2693.0,330.7,-0.102,3.503,0.647,-0.961,1,1,2,3.25,1.84,1
Slider,R,6.04,-2.863,50.79,5.837,87.86,2414.0,226.1,1.339,2.049,-1.811,-1.357,2,2,0,3.6,1.46,1
Slider,R,6.13,-2.762,49.96,6.28,87.64,2186.0,220.2,-0.33,1.241,-0.86,-0.462,3,2,1,3.78,1.18,1
Cutter,R,6.18,-2.867,49.26,5.897,91.09,1895.0,95.2,-0.199,2.939,-1.328,0.607,0,0,0,3.38,1.58,1
4-Seam Fastball,R,6.34,-2.76,50.14,6.271,94.96,2754.0,125.6,0.284,1.105,1.404,-1.961,3,0,1,3.68,1.84,0
4-Seam Fastball,R,5.94,-2.72,50.55,6.018,93.78,2566.0,220.6,-1.384,3.552,0.131,-0.606,0,0,2,3.46,1.22,0
4-Seam Fastball,L,5.79,-2.784,50.5,5.959,94.41,1670.0,176.6,-1.41,4.181,0.998,-1.548,3,1,2,3.8,1.55,0
Slider,R,6.28,-2.922,49.16,5.721,88.09,2281.0,329.1,-1.151,1.231,0.235,-1.979,2,1,2,3.27,1.85,0
Knuckle Curve,R,6.05,-2.925,48.35,5.954,84.57,1857.0,11.2,1.181,3.649,-0.803,0.184,2,1,1,3.28,1.67,0
Slider,R,5.69,-2.83,51.58,5.957,87.11,2028.0,204.6,0.267,1.907,-0.974,0.673,0,2,1,3.19,1.22,1
Cutter,L,5.72,-2.935,50.24,5.857,92.88,2775.0,74.0,0.408,3.142,0.745,0.486,0,1,1,3.42,1.49,1
Slider,R,6.22,-2.98,52.11,5.74,87.19,1393.0,347.4,-1.409,3.923,1.974,-0.045,2,0,2,3.63,1.72,0
Changeup,L,5.92,-2.756,51.84,6.3,84.69,2733.0,357.9,0.233,1.806,0.187,0.839,3,1,2,3.16,1.21,1
4-Seam Fastball,R,6.31,-2.816,51.29,5.887,92.55,2161.0,228.7,0.364,1.603,0.686,-1.593,2,0,1,3.18,1.78,0
4-Seam Fastball,R,5.91,-2.794,52.64,5.994,94.44,1740.0,277.3,0.902,3.567,1.82,1.383,1,2,2,3.8,1.45,1
Cutter,R,5.72,-2.613,48.38,6.3,92.25,2044.0,125.0,-0.656,2.58,-0.599,0.472,0,2,2,3.34,1.28,1
Knuckle Curve,L,5.88,-2.749,51.54,6.008,81.61,2332.0,249.6,0.107,1.649,0.285,1.545,0,0,0,3.71,1.56,0
4-Seam Fastball,R,6.23,-2.698,47.0,6.084,94.56,1814.0,71.0,1.424,0.872,-0.707,0.696,3,0,1,3.46,1.24,0
4-Seam Fastball,R,6.45,-2.838,49.16,5.917,93.7,1796.0,196.5,1.272,1.391,1.158,1.727,1,0,0,3.44,1.68,0
Cutter,L,6.06,-2.867,51.72,5.813,91.82,2315.0,77.7,1.571,1.376,0.828,-1.722,3,2,2,3.57,1.65,0
Slider,L,6.49,-2.786,52.01,5.965,88.62,2275.0,185.2,-1.289,1.42,0.281,-1.447,3,2,2,3.4,1.88,0
4-Seam Fastball,R,6.06,-2.696,49.79,6.3,94.72,1973.0,75.0,0.089,1.233,-1.406,1.225,1,1,2,3.33,1.17,0
4-Seam Fastball,L,6.15,-2.937,51.97,5.5,94.13,1575.0,270.3,-1.199,2.724,1.55,-0.152,2,0,1,3.64,1.65,0
4-Seam Fastball,L,6.08,-2.939,50.02,5.923,95.61,2496.0,61.6,0.761,1.112,-0.688,0.747,2,1,2,3.13,1.49,0
4-Seam Fastball,L,5.96,-2.742,50.11,6.271,94.17,2395.0,189.4,1.357,3.982,1.237,1.253,1,0,0,3.69,1.63,0
Slider,R,6.6,-2.818,50.26,5.927,84.74,2083.0,221.1,-0.709,1.926,1.732,-0.169,3,0,0,3.5,1.52,1
Changeup,R,6.09,-2.743,50.56,6.3,83.85,2279.0,315.9,-1.005,1.474,-0.623,-0.374,3,0,2,3.33,1.44,1
4-Seam Fastball,R,5.93,-2.924,50.33,5.791,93.82,1925.0,318.8,-1.324,3.458,-0.064,1.304,1,1,1,3.9,1.55,0
4-Seam Fastball,R,6.16,-2.744,50.17,6.084,93.22,2420.0,26.1,0.427,2.807,1.313,-1.271,1,1,2,3.75,1.1,1
Changeup,R,6.64,-2.721,50.35,5.872,83.71,2102.0,4.3,0.952,1.224,1.359,1.814,1,1,1,3.15,1.66,0
Slider,R,5.71,-2.87,48.64,5.815,87.59,2866.0,95.9,-1.598,2.52,1.254,-0.331,3,0,0,3.41,1.89,0
4-Seam Fastball,R,5.88,-2.835,48.79,6.193,94.04,2596.0,217.5,-1.442,3.647,-1.027,-0.999,1,2,1,3.19,1.41,1
Slider,R,6.24,-2.857,48.95,5.685,88.17,2110.0,59.5,-1.132,2.337,1.583,-0.703,0,1,2,3.37,1.47,1
4-Seam Fastball,R,5.79,-2.893,50.3,5.853,94.73,1921.0,99.8,-1.479,4.193,0.135,1.08,2,1,0,3.79,1.71,0
4-Seam Fastball,R,5.79,-2.808,50.72,6.101,95.74,2092.0,268.5,0.291,1.11,1.168,1.919,2,0,0,3.57,1.5,0
4-Seam Fastball,L,5.89,-2.949,51.21,5.892,97.0,2515.0,333.9,-0.465,2.928,-0.555,-1.359,1,0,0,3.88,1.77,0
4-Seam Fastball,R,6.19,-2.844,51.65,5.884,93.32,2749.0,145.7,-0.452,2.225,1.976,-1.627,2,0,0,3.58,1.59,1
Cutter,R,5.9,-2.71,50.61,5.981,93.52,2524.0,308.6,0.555,3.634,1.864,-0.36,3,0,0,3.45,1.11,1
Changeup,R,6.23,-2.809,48.14,6.17,83.43,2166.0,230.2,-1.349,2.809,-1.856,-1.988,2,2,2,3.36,1.87,0
4-Seam Fastball,R,6.1,-2.79,49.64,6.129,93.64,2412.0,245.1,1.118,1.25,1.406,-1.797,0,2,2,3.6,1.22,0
Changeup,R,6.34,-2.87,50.36,5.722,83.54,2687.0,14.6,1.153,3.348,0.442,-0.955,2,0,1,3.74,1.36,0
Slider,R,6.27,-2.814,51.1,6.029,84.87,2804.0,156.4,1.57,1.703,1.543,-1.477,2,2,1,3.58,1.67,1
Changeup,L,6.5,-2.737,51.45,6.186,83.39,1805.0,75.9,1.595,1.903,-1.568,-1.858,3,0,2,3.59,1.14,0
Cutter,R,6.1,-2.626,50.67,6.3,92.19,1899.0,153.7,0.069,1.242,0.596,1.498,1,2,0,3.74,1.36,0
4-Seam Fastball,L,5.91,-2.751,50.11,6.272,94.68,1966.0,167.7,1.472,4.141,-1.031,-0.335,1,2,1,3.79,1.82,0
Cutter,R,6.12,-2.828,49.87,5.906,90.44,1761.0,72.2,1.121,3.85,1.65,-0.077,1,0,0,3.85,1.51,0
4-Seam Fastball,R,5.6,-2.724,50.01,6.2,93.79,2748.0,92.7,-0.039,2.274,-1.815,1.057,3,0,1,3.25,1.2,1
4-Seam Fastball,L,5.71,-2.832,50.25,5.873,94.78,1791.0,319.0,1.064,1.784,1.097,-0.594,3,1,1,3.89,1.79,0
4-Seam Fastball,R,6.07,-2.74,50.67,6.117,93.79,2281.0,287.5,-0.651,2.234,-0.766,-1.964,1,1,1,3.55,1.84,1
Changeup,L,6.01,-2.635,50.39,6.16,80.12,2042.0,27.9,-0.776,3.977,1.732,1.411,0,2,2,3.87,1.79,0
Changeup,R,6.09,-2.811,50.99,6.11,84.74,2258.0,123.4,1.312,2.918,-1.124,1.745,3,0,2,3.18,1.12,0
4-Seam Fastball,R,6.1,-2.872,48.82,5.7,93.88,2312.0,188.9,0.038,1.294,0.112,-0.37,3,1,0,3.45,1.43,0
Knuckle Curve,R,5.71,-2.884,50.74,5.913,82.69,2338.0,58.3,-0.333,2.452,-0.603,-1.949,0,1,2,3.27,1.58,1
Changeup,R,6.45,-2.701,50.18,6.053,82.84,2939.0,320.1,1.395,2.588,-1.462,-1.564,0,2,2,3.53,1.8,0
Changeup,L,6.26,-2.827,49.81,5.982,84.65,2772.0,347.0,0.195,3.746,1.108,-0.462,0,1,0,3.68,1.13,1
4-Seam Fastball,R,6.09,-2.857,49.63,6.035,92.65,2397.0,176.3,-0.766,2.789,-1.958,1.492,3,1,1,3.39,1.39,1
4-Seam Fastball,L,5.85,-2.802,49.94,6.087,91.45,2564.0,53.2,0.237,1.034,-0.749,-0.372,1,0,1,3.38,1.59,0
4-Seam Fastball,R,5.64,-2.888,51.04,5.756,93.94,2676.0,81.2,1.088,3.778,1.4,-0.788,3,1,0,3.25,1.88,0
4-Seam Fastball,R,5.69,-2.903,50.15,5.918,95.2,2466.0,69.1,-0.661,1.276,0.77,-1.432,3,2,1,3.35,1.38,1
Slider,R,5.85,-2.802,50.71,5.933,83.4,1826.0,121.2,0.993,4.106,-0.747,1.042,3,2,1,3.26,1.24,1
Slider,R,6.06,-2.894,51.07,5.823,84.63,2283.0,268.4,-1.144,1.331,-0.72,-0.145,2,2,1,3.74,1.86,0
Slider,R,5.96,-2.939,50.72,5.786,88.12,1966.0,152.9,-0.387,3.671,-1.125,-1.336,1,2,1,3.85,1.14,1
4-Seam Fastball,R,6.1,-2.737,50.89,5.861,94.76,2171.0,88.0,0.856,0.935,0.814,-1.57,0,1,0,3.18,1.85,0
Cutter,R,6.31,-2.877,49.28,5.843,90.86,1376.0,305.9,-1.594,2.959,-0.944,-0.681,0,2,0,3.87,1.5,0
Slider,R,6.11,-2.666,51.13,6.249,83.68,1773.0,141.5,-1.58,3.806,1.177,-1.799,0,2,2,3.63,1.2,1
Changeup,R,6.5,-2.862,51.74,5.797,81.79,2117.0,149.8,0.164,3.153,1.132,1.879,3,1,1,3.14,1.11,1
4-Seam Fastball,R,6.33,-2.779,49.78,6.0,91.55,2204.0,216.2,1.369,1.446,0.793,-1.555,2,2,0,3.64,1.73,0
Knuckle Curve,L,5.87,-2.813,49.54,6.096,81.9,1200.0,155.5,-0.165,1.124,-0.606,0.655,3,0,2,3.54,1.9,0
Slider,R,6.36,-2.9,51.73,5.911,83.63,1864.0,322.0,-1.205,3.277,0.947,-1.042,0,2,1,3.85,1.7,0
Changeup,R,5.87,-2.977,51.97,5.671,82.96,2483.0,229.5,1.588,3.084,-1.542,0.671,2,0,2,3.76,1.39,0
4-Seam Fastball,R,6.12,-2.817,48.43,5.919,95.14,2752.0,358.3,0.046,1.896,-1.754,1.247,0,0,1,3.88,1.21,0
Changeup,L,6.31,-2.874,49.78,5.587,83.82,2848.0,357.3,0.701,2.284,0.238,-0.157,1,0,2,3.35,1.43,1
Knuckle Curve,R,5.87,-2.836,49.49,5.744,81.51,1929.0,336.8,-1.174,2.139,-0.825,-1.606,2,2,0,3.14,1.2,1
Cutter,L,6.09,-2.644,49.83,6.3,91.32,2234.0,84.6,0.212,1.708,0.452,-0.308,0,2,1,3.81,1.57,0
4-Seam Fastball,R,5.97,-2.924,51.14,5.721,93.07,2198.0,267.2,0.459,2.807,0.825,-0.618,1,0,0,3.53,1.19,1
4-Seam Fastball,L,5.96,-2.75,50.46,5.961,93.72,2160.0,118.7,1.372,3.836,-0.623,-0.617,0,1,0,3.13,1.4,1
Changeup,L,5.99,-2.919,50.62,5.858,83.7,1928.0,47.2,1.451,2.243,1.702,-0.169,2,2,2,3.53,1.64,0
Slider,R,6.14,-2.869,52.17,6.141,86.78,2956.0,203.9,-0.166,3.64,-1.674,0.134,2,0,2,3.77,1.68,0
4-Seam Fastball,L,5.71,-2.761,50.26,6.18,94.36,2508.0,285.8,-0.325,2.639,-1.29,-0.633,0,1,2,3.18,1.16,1
Cutter,R,6.05,-2.832,49.45,6.252,91.81,2199.0,279.9,0.418,1.428,-1.947,-1.367,2,1,1,3.79,1.16,0
Changeup,R,6.06,-2.793,47.0,6.027,83.17,2225.0,316.7,-1.159,3.995,1.814,0.542,1,2,0,3.7,1.31,1
Cutter,R,5.76,-2.716,49.31,6.021,91.86,2278.0,201.1,-1.487,2.896,-1.087,-1.43,3,1,2,3.35,1.26,1
Slider,R,6.27,-2.868,50.97,6.106,85.71,2214.0,162.8,-1.389,2.128,0.329,1.019,1,2,0,3.43,1.72,0
4-Seam Fastball,L,6.0,-2.869,50.38,6.077,92.26,2788.0,230.5,-0.724,2.579,1.945,0.853,2,1,2,3.3,1.77,1
Slider,R,5.77,-2.881,48.68,5.926,86.14,1681.0,252.0,1.381,1.908,1.358,0.88,0,0,2,3.83,1.59,0
Knuckle Curve,L,5.94,-2.783,48.58,6.005,83.36,2236.0,35.4,0.985,1.319,-0.728,0.708,0,0,2,3.42,1.84,0
4-Seam Fastball,R,6.14,-2.849,48.62,5.97,92.93,1361.0,223.4,1.048,3.394,-1.345,-0.757,3,1,0,3.34,1.22,1
4-Seam Fastball,L,6.21,-2.856,49.63,5.935,93.9,2366.0,16.8,1.473,1.314,0.456,0.122,0,0,2,3.22,1.18,0
Slider,L,5.8,-2.767,51.71,5.982,85.79,2294.0,130.6,1.127,2.867,0.727,-1.672,3,1,2,3.76,1.34,1
Knuckle Curve,L,6.38,-2.781,50.67,5.921,82.31,2744.0,209.9,0.144,3.586,1.069,-0.78,2,0,2,3.43,1.13,1
Knuckle Curve,R,5.84,-2.74,51.22,5.835,81.93,2070.0,214.8,0.262,3.379,1.379,1.888,2,0,2,3.24,1.85,0
Knuckle Curve,R,5.93,-2.805,48.75,6.115,82.66,2538.0,261.2,0.968,2.089,0.961,0.384,1,1,0,3.89,1.29,0
Cutter,R,5.92,-2.972,49.9,5.509,90.3,2506.0,356.3,-0.838,1.046,-0.407,-0.468,2,2,2,3.36,1.23,1
Changeup,R,6.0,-2.804,49.91,6.144,82.8,3200.0,262.2,0.697,1.466,-0.222,0.659,3,2,0,3.15,1.39,1
4-Seam Fastball,R,5.95,-2.799,52.18,5.952,93.14,2066.0,350.3,1.581,1.34,1.824,0.63,3,0,2,3.14,1.83,0
Cutter,R,5.94,-2.611,50.83,6.3,92.02,2391.0,95.8,-1.256,2.905,0.74,-1.669,2,0,1,3.49,1.86,0
Changeup,L,5.92,-2.794,49.14,6.039,81.47,2203.0,113.2,0.769,1.374,0.914,-1.184,3,0,0,3.27,1.48,1
4-Seam Fastball,R,5.95,-2.685,49.45,6.3,92.28,2051.0,335.4,0.325,2.111,0.914,0.865,3,2,2,3.63,1.25,1
4-Seam Fastball,L,6.04,-2.779,49.66,5.85,93.25,2312.0,168.6,-1.399,1.554,0.454,-1.944,0,0,0,3.85,1.7,0
Knuckle Curve,R,6.14,-2.707,50.53,6.032,83.33,1779.0,108.5,0.51,2.287,-1.424,-0.588,2,0,1,3.51,1.24,1
Slider,R,5.85,-2.745,51.99,5.959,87.17,2645.0,198.2,-1.067,3.383,1.628,1.567,1,1,2,3.37,1.16,1
Changeup,L,5.52,-2.772,50.88,5.995,83.22,3028.0,231.7,-1.391,2.975,-1.582,1.252,2,0,1,3.18,1.62,0
Slider,R,6.1,-2.72,49.17,6.072,85.43,2379.0,153.0,0.018,1.108,-0.903,-1.019,3,2,1,3.66,1.31,1
4-Seam Fastball,L,6.05,-2.859,52.42,5.94,94.4,2095.0,224.3,1.563,0.829,-1.285,-1.384,2,1,1,3.14,1.86,0
Changeup,L,5.75,-2.835,49.23,5.87,84.76,2140.0,348.6,1.353,1.581,-0.681,-1.682,3,1,1,3.34,1.68,0
4-Seam Fastball,R,5.54,-2.952,48.7,5.834,92.64,2463.0,163.7,0.583,1.981,-0.562,-0.888,0,2,2,3.71,1.25,1
4-Seam Fastball,R,6.25,-2.84,50.09,6.107,94.86,2748.0,47.5,1.108,3.443,-1.18,0.515,3,2,1,3.57,1.29,1
Changeup,R,5.73,-2.808,50.63,6.185,84.05,2486.0,83.2,-1.07,0.926,-1.474,-1.581,2,0,1,3.32,1.62,0
4-Seam Fastball,R,5.98,-2.732,49.93,6.259,93.12,1761.0,110.0,1.296,2.272,-1.54,0.355,0,1,0,3.6,1.63,0
Slider,L,5.96,-2.867,48.7,6.07,86.92,2209.0,140.0,0.894,1.202,1.589,1.057,1,2,2,3.26,1.87,0
4-Seam Fastball,R,5.78,-2.776,49.78,6.3,92.88,2046.0,270.9,-1.405,2.153,-0.015,-1.061,3,0,2,3.47,1.3,0
4-Seam Fastball,R,5.85,-2.785,51.89,6.021,93.38,2223.0,233.1,-0.762,3.052,-1.489,1.658,3,1,1,3.22,1.82,0
Changeup,R,5.94,-2.826,49.7,6.093,82.14,1971.0,343.1,1.588,0.847,-0.659,0.796,1,2,2,3.49,1.53,0
